location,description,secs,category,CDNumber,CDName,tracknum,repetitions,start_time
07016191.wav,Trinity & St John's College clock striking nine o'clock. (Trinity clock strikes a second time for St. John's College.),55,,EC36T,"Trinity & St. John’S College Clock, Cambridge",9,9,25.0
07016190.wav,Trinity & St John's College clock striking eight o'clock. (Trinity clock strikes a second time for St. John's College.),51,,EC36T,"Trinity & St. John’S College Clock, Cambridge",8,8,23.0
07016189.wav,Trinity & St John's College clock striking seven o'clock. (Trinity clock strikes a second time for St. John's College.),49,,EC36T,"Trinity & St. John’S College Clock, Cambridge",7,7,22.0
07016188.wav,Trinity & St John's College clock striking six o'clock. (Trinity clock strikes a second time for St. John's College.),45,,EC36T,"Trinity & St. John’S College Clock, Cambridge",6,6,21.0
07016187.wav,Trinity & St John's College clock striking five o'clock. (Trinity clock strikes a second time for St. John's College.),44,,EC36T,"Trinity & St. John’S College Clock, Cambridge",5,5,19.5
07016186.wav,Trinity & St John's College clock striking four o'clock. (Trinity clock strikes a second time for St. John's College.),40,,EC36T,"Trinity & St. John’S College Clock, Cambridge",4,4,18.0
07016185.wav,Trinity & St John's College clock striking three o'clock. (Trinity clock strikes a second time for St. John's College.),36,,EC36T,"Trinity & St. John’S College Clock, Cambridge",3,3,16.0
07016184.wav,Trinity & St John's College clock striking two o'clock. (Trinity clock strikes a second time for St. John's College.),35,,EC36T,"Trinity & St. John’S College Clock, Cambridge",2,2,14.5
07016183.wav,Trinity & St John's College clock striking one o'clock. (Trinity clock strikes a second time for St. John's College.),30,,EC36T,"Trinity & St. John’S College Clock, Cambridge",1,1,14.0
07016182.wav,Trinity & St John's College clock striking quarter to the hour. (Trinity clock strikes a second time for St. John's College.),21,,EC36S,Cambridge Clocks,12,6,0.0
07016181.wav,Trinity & St John's College clock striking half past the hour. (Trinity clock strikes a second time for St. John's College.),22,,EC36S,Cambridge Clocks,11,4,0.0
07016180.wav,Trinity & St John's College clock striking quarter past the hour. (Trinity clock strikes a second time for St. John's College.),20,,EC36S,Cambridge Clocks,10,2,0.0
07016179.wav,Caius College clock striking twelve o'clock.,55,,EC36S,Cambridge Clocks,9,12,8.0
07016178.wav,Caius College clock striking eleven o'clock.,50,,EC36S,Cambridge Clocks,8,11,8.0
07016177.wav,Caius College clock striking ten o'clock.,47,,EC36S,Cambridge Clocks,7,10,8.0
07016176.wav,Caius College clock striking nine o'clock.,45,,EC36S,Cambridge Clocks,6,9,8.0
07016175.wav,Caius College clock striking eight o'clock.,42,,EC36S,Cambridge Clocks,5,8,8.0
07016174.wav,Caius College clock striking seven o'clock.,40,,EC36S,Cambridge Clocks,4,7,8.0
07016173.wav,Caius College clock striking six o'clock.,38,,EC36S,Cambridge Clocks,3,6,8.0
07016172.wav,Caius College clock striking five o'clock.,35,,EC36S,Cambridge Clocks,2,5,8.0
07016171.wav,Caius College clock striking four o'clock.,35,,EC36S,Cambridge Clocks,1,4,8.0
07016170.wav,Caius College clock striking three o'clock.,31,,EC36R,"Caius College Clock, Cambridge",10,3,8.0
07016169.wav,Caius College clock striking two o'clock.,27,,EC36R,"Caius College Clock, Cambridge",9,2,8.0
07016168.wav,Caius College clock striking one o'clock.,27,,EC36R,"Caius College Clock, Cambridge",8,1,8.0
07016167.wav,Caius College clock striking quarter to the hour.,19,,EC36R,"Caius College Clock, Cambridge",7,6,0.0
07016166.wav,Caius College clock striking half past the hour.,19,,EC36R,"Caius College Clock, Cambridge",6,4,0.0
07016165.wav,Caius College clock striking quarter past the hour.,17,,EC36R,"Caius College Clock, Cambridge",5,2,0.0
07016164.wav,Keble College clock striking twelve o'clock.,72,,EC36R,"Caius College Clock, Cambridge",4,12,25.0
07016163.wav,Keble College clock striking eleven o'clock.,70,,EC36R,"Caius College Clock, Cambridge",3,11,25.0
07016162.wav,Keble College clock striking ten o'clock.,68,,EC36R,"Caius College Clock, Cambridge",2,10,25.0
07016161.wav,Keble College clock striking nine o'clock.,64,,EC36R,"Caius College Clock, Cambridge",1,9,25.0
07016160.wav,Keble College clock striking eight o'clock.,64,,EC36Q,"Keble College Clock, Oxford ",11,8,25.0
07016159.wav,Keble College clock striking seven o'clock.,61,,EC36Q,"Keble College Clock, Oxford ",10,7,25.0
07016158.wav,Keble College clock striking six o'clock.,59,,EC36Q,"Keble College Clock, Oxford ",9,6,25.0
07016157.wav,Keble College clock striking five o'clock.,56,,EC36Q,"Keble College Clock, Oxford ",8,5,25.0
07016156.wav,Keble College clock striking four o'clock.,53,,EC36Q,"Keble College Clock, Oxford ",7,4,25.0
07016155.wav,Keble College clock striking three o'clock.,51,,EC36Q,"Keble College Clock, Oxford ",6,3,25.0
07016154.wav,Keble College clock striking two o'clock.,49,,EC36Q,"Keble College Clock, Oxford ",5,2,25.0
07016153.wav,Keble College clock striking one o'clock.,46,,EC36Q,"Keble College Clock, Oxford ",4,1,25.0
07016152.wav,Keble College clock striking quarter to the hour.,19,,EC36Q,"Keble College Clock, Oxford ",3,6,0.0
07016151.wav,Keble College clock striking half past the hour.,23,,EC36Q,"Keble College Clock, Oxford ",2,4,0.0
07016150.wav,Keble College clock striking quarter past the hour.,24,,EC36Q,"Keble College Clock, Oxford ",1,2,0.0
07016149.wav,Wadham College clock striking nine o'clock.,19,,EC36P,"Wadham College Clock, Oxford",12,9,0.0
07016148.wav,Wadham College clock striking eight o'clock.,17,,EC36P,"Wadham College Clock, Oxford",11,8,0.0
07016147.wav,Wadham College clock striking seven o'clock.,17,,EC36P,"Wadham College Clock, Oxford",10,7,0.0
07016146.wav,Wadham College clock striking six o'clock.,16,,EC36P,"Wadham College Clock, Oxford",9,6,0.0
07016145.wav,Wadham College clock striking five o'clock.,14,,EC36P,"Wadham College Clock, Oxford",8,5,0.0
07016144.wav,Wadham College clock striking four o'clock.,14,,EC36P,"Wadham College Clock, Oxford",7,4,0.0
07016143.wav,Wadham College clock striking three o'clock.,13,,EC36P,"Wadham College Clock, Oxford",6,3,0.0
07016142.wav,Wadham College clock striking two o'clock.,12,,EC36P,"Wadham College Clock, Oxford",5,2,0.0
07016141.wav,Wadham College clock striking one o'clock.,11,,EC36P,"Wadham College Clock, Oxford",4,1,0.0
07016140.wav,Wadham College clock striking twelve o'clock.,22,,EC36P,"Wadham College Clock, Oxford",3,12,0.0
07016139.wav,Wadham College clock striking eleven o'clock.,20,,EC36P,"Wadham College Clock, Oxford",2,11,0.0
07016138.wav,Wadham College clock striking ten o'clock.,20,,EC36P,"Wadham College Clock, Oxford",1,10,0.0
07016137.wav,Lincoln College clock striking nine o'clock.,27,,EC36N,"Lincoln College Clock, Oxford",12,9,0.0
07016136.wav,Lincoln College clock striking eight o'clock.,25,,EC36N,"Lincoln College Clock, Oxford",11,8,0.0
07016135.wav,Lincoln College clock striking seven o'clock.,23,,EC36N,"Lincoln College Clock, Oxford",10,7,0.0
07016134.wav,Lincoln College clock striking six o'clock.,22,,EC36N,"Lincoln College Clock, Oxford",9,6,0.0
07016133.wav,Lincoln College clock striking five o'clock.,19,,EC36N,"Lincoln College Clock, Oxford",8,5,0.0
07016132.wav,Lincoln College clock striking four o'clock.,18,,EC36N,"Lincoln College Clock, Oxford",7,4,0.0
07016131.wav,Lincoln College clock striking three o'clock.,16,,EC36N,"Lincoln College Clock, Oxford",6,3,0.0
07016130.wav,Lincoln College clock striking two o'clock.,14,,EC36N,"Lincoln College Clock, Oxford",5,2,0.0
07016129.wav,Lincoln College clock striking one o'clock.,11,,EC36N,"Lincoln College Clock, Oxford",4,1,0.0
07016128.wav,Lincoln College clock striking twelve o'clock.,33,,EC36N,"Lincoln College Clock, Oxford",3,12,0.0
07016127.wav,Lincoln College clock striking eleven o'clock.,32,,EC36N,"Lincoln College Clock, Oxford",2,11,0.0
07016126.wav,Lincoln College clock striking ten o'clock.,30,,EC36N,"Lincoln College Clock, Oxford",1,10,0.0
07016125.wav,Jesus College clock striking nine o'clock.,27,,EC36M,"Jesus College Clock, Oxford",12,9,0.0
07016124.wav,Jesus College clock striking eight o'clock.,25,,EC36M,"Jesus College Clock, Oxford",11,8,0.0
07016123.wav,Jesus College clock striking seven o'clock.,22,,EC36M,"Jesus College Clock, Oxford",10,7,0.0
07016122.wav,Jesus College clock striking six o'clock.,20,,EC36M,"Jesus College Clock, Oxford",9,6,0.0
07016121.wav,Jesus College clock striking five o'clock.,18,,EC36M,"Jesus College Clock, Oxford",8,5,0.0
07016120.wav,Jesus College clock striking four o'clock.,16,,EC36M,"Jesus College Clock, Oxford",7,4,0.0
07016119.wav,Jesus College clock striking three o'clock.,14,,EC36M,"Jesus College Clock, Oxford",6,3,0.0
07016118.wav,Jesus College clock striking two o'clock.,13,,EC36M,"Jesus College Clock, Oxford",5,2,0.0
07016117.wav,Jesus College clock striking one o'clock.,10,,EC36M,"Jesus College Clock, Oxford",4,1,0.0
07016116.wav,Jesus College clock striking twelve o'clock.,33,,EC36M,"Jesus College Clock, Oxford",3,12,0.0
07016115.wav,Jesus College clock striking eleven o'clock.,30,,EC36M,"Jesus College Clock, Oxford",2,11,0.0
07016114.wav,Jesus College clock striking ten o'clock.,28,,EC36M,"Jesus College Clock, Oxford",1,10,0.0
07016113.wav,Worcester College clock striking nine o'clock.,29,,EC36L,"Worcester College Clock, Oxford",12,9,0.0
07016112.wav,Worcester College clock striking eight o'clock.,26,,EC36L,"Worcester College Clock, Oxford",11,8,0.0
07016111.wav,Worcester College clock striking seven o'clock.,24,,EC36L,"Worcester College Clock, Oxford",10,7,0.0
07016110.wav,Worcester College clock striking six o'clock.,22,,EC36L,"Worcester College Clock, Oxford",9,6,0.0
07016109.wav,Worcester College clock striking five o'clock.,19,,EC36L,"Worcester College Clock, Oxford",8,5,0.0
07016108.wav,Worcester College clock striking four o'clock.,17,,EC36L,"Worcester College Clock, Oxford",7,4,0.0
07016107.wav,Worcester College clock striking three o'clock.,15,,EC36L,"Worcester College Clock, Oxford",6,3,0.0
07016106.wav,Worcester College clock striking two o'clock.,12,,EC36L,"Worcester College Clock, Oxford",5,2,0.0
07016105.wav,Worcester College clock striking one o'clock.,10,,EC36L,"Worcester College Clock, Oxford",4,1,0.0
07016104.wav,Worcester College clock striking twelve o'clock.,35,,EC36L,"Worcester College Clock, Oxford",3,12,0.0
07016103.wav,Worcester College clock striking eleven o'clock.,33,,EC36L,"Worcester College Clock, Oxford",2,11,0.0
07016102.wav,Worcester College clock striking ten o'clock.,31,,EC36L,"Worcester College Clock, Oxford",1,10,0.0
07016101.wav,"University College, Oxford clock striking nine o'clock.",33,,EC36K,"University College Clock, Oxford",12,9,0.0
07016100.wav,"University College, Oxford clock striking eight o'clock.",29,,EC36K,"University College Clock, Oxford",11,8,0.0
07016099.wav,"University College, Oxford clock striking seven o'clock.",24,,EC36K,"University College Clock, Oxford",10,7,0.0
07016098.wav,"University College, Oxford clock striking six o'clock.",22,,EC36K,"University College Clock, Oxford",9,6,0.0
07016097.wav,"University College, Oxford clock striking five o'clock.",21,,EC36K,"University College Clock, Oxford",8,5,0.0
07016096.wav,"University College, Oxford clock striking four o'clock.",17,,EC36K,"University College Clock, Oxford",7,4,0.0
07016095.wav,"University College, Oxford clock striking three o'clock.",14,,EC36K,"University College Clock, Oxford",6,3,0.0
07016094.wav,"University College, Oxford clock striking two o'clock.",10,,EC36K,"University College Clock, Oxford",5,2,0.0
07016093.wav,"University College, Oxford clock striking one o'clock.",11,,EC36K,"University College Clock, Oxford",4,1,0.0
07016092.wav,"University College, Oxford clock striking twelve o'clock.",42,,EC36K,"University College Clock, Oxford",3,12,0.0
07016091.wav,"University College, Oxford clock striking eleven o'clock.",39,,EC36K,"University College Clock, Oxford",2,11,0.0
07016090.wav,"University College, Oxford clock striking ten o'clock.",36,,EC36K,"University College Clock, Oxford",1,10,0.0
07016089.wav,Oriel College clock striking nine o'clock.,23,,EC36J,"Oriel College Clock, Oxford",12,9,0.0
07016088.wav,Oriel College clock striking eight o'clock.,21,,EC36J,"Oriel College Clock, Oxford",11,8,0.0
07016087.wav,Oriel College clock striking seven o'clock.,19,,EC36J,"Oriel College Clock, Oxford",10,7,0.0
07016086.wav,Oriel College clock striking six o'clock.,18,,EC36J,"Oriel College Clock, Oxford",9,6,0.0
07016085.wav,Oriel College clock striking five o'clock.,16,,EC36J,"Oriel College Clock, Oxford",8,5,0.0
07016084.wav,Oriel College clock striking four o'clock.,14,,EC36J,"Oriel College Clock, Oxford",7,4,0.0
07016083.wav,Oriel College clock striking three o'clock.,14,,EC36J,"Oriel College Clock, Oxford",6,3,0.0
07016082.wav,Oriel College clock striking two o'clock.,12,,EC36J,"Oriel College Clock, Oxford",5,2,0.0
07016081.wav,Oriel College clock striking one o'clock.,9,,EC36J,"Oriel College Clock, Oxford",4,1,0.0
07016080.wav,Oriel College clock striking twelve o'clock.,27,,EC36J,"Oriel College Clock, Oxford",3,12,0.0
07016079.wav,Oriel College clock striking eleven o'clock.,25,,EC36J,"Oriel College Clock, Oxford",2,11,0.0
07016078.wav,Oriel College clock striking ten o'clock.,24,,EC36J,"Oriel College Clock, Oxford",1,10,0.0
07016077.wav,Oriel College clock ticking.,166,,EC36H,Oxford College Clocks Ticking,6,-1,0.0
07016076.wav,Trinity College clock ticking.,184,,EC36H,Oxford College Clocks Ticking,5,-1,0.0
07016075.wav,Trinity College clock striking twelve o'clock.,40,,EC36H,Oxford College Clocks Ticking,4,12,8.0
07016074.wav,Trinity College clock striking eleven o'clock.,38,,EC36H,Oxford College Clocks Ticking,3,11,8.0
07016073.wav,Trinity College clock striking ten o'clock.,36,,EC36H,Oxford College Clocks Ticking,2,10,8.0
07016072.wav,Trinity College clock striking nine o'clock.,35,,EC36H,Oxford College Clocks Ticking,1,9,8.0
07016071.wav,Trinity College clock striking eight o'clock.,33,,EC36G,"Trinity College Clock, Oxford",11,8,8.0
07016070.wav,Trinity College clock striking seven o'clock.,30,,EC36G,"Trinity College Clock, Oxford",10,7,8.0
07016069.wav,Trinity College clock striking six o'clock.,28,,EC36G,"Trinity College Clock, Oxford",9,6,8.0
07016068.wav,Trinity College clock striking five o'clock.,26,,EC36G,"Trinity College Clock, Oxford",8,5,8.0
07016067.wav,Trinity College clock striking four o'clock.,24,,EC36G,"Trinity College Clock, Oxford",7,4,8.0
07016066.wav,Trinity College clock striking three o'clock.,23,,EC36G,"Trinity College Clock, Oxford",6,3,8.0
07016065.wav,Trinity College clock striking two o'clock.,20,,EC36G,"Trinity College Clock, Oxford",5,2,8.0
07016064.wav,Trinity College clock striking one o'clock.,18,,EC36G,"Trinity College Clock, Oxford",4,1,8.0
07016063.wav,Trinity College clock striking quarter to the hour.,14,,EC36G,"Trinity College Clock, Oxford",3,6,0.0
07016062.wav,Trinity College clock striking half past the hour.,10,,EC36G,"Trinity College Clock, Oxford",2,4,0.0
07016061.wav,Trinity College clock striking quarter past the hour.,10,,EC36G,"Trinity College Clock, Oxford",1,2,0.0
07016060.wav,"Clock of the University Church of St Mary the Virgin, Oxford striking twelve o'clock.",62,,EC36F,"University Of St. Mary The Virgin Church Clock, Oxford",9,12,10.0
07016059.wav,"Clock of the University Church of St Mary the Virgin, Oxford striking eleven o'clock.",59,,EC36F,"University Of St. Mary The Virgin Church Clock, Oxford",8,11,10.0
07016058.wav,"Clock of the University Church of St Mary the Virgin, Oxford striking ten o'clock.",56,,EC36F,"University Of St. Mary The Virgin Church Clock, Oxford",7,10,10.0
07016057.wav,"Clock of the University Church of St Mary the Virgin, Oxford striking nine o'clock.",52,,EC36F,"University Of St. Mary The Virgin Church Clock, Oxford",6,9,10.0
07016056.wav,"Clock of the University Church of St Mary the Virgin, Oxford striking eight o'clock.",50,,EC36F,"University Of St. Mary The Virgin Church Clock, Oxford",5,8,10.0
07016055.wav,"Clock of the University Church of St Mary the Virgin, Oxford striking seven o'clock.",48,,EC36F,"University Of St. Mary The Virgin Church Clock, Oxford",4,7,10.0
07016054.wav,"Clock of the University Church of St Mary the Virgin, Oxford striking six o'clock.",44,,EC36F,"University Of St. Mary The Virgin Church Clock, Oxford",3,6,10.0
07016053.wav,"Clock of the University Church of St Mary the Virgin, Oxford striking five o'clock.",41,,EC36F,"University Of St. Mary The Virgin Church Clock, Oxford",2,5,10.0
07016052.wav,"Clock of the University Church of St Mary the Virgin, Oxford striking four o'clock.",39,,EC36F,"University Of St. Mary The Virgin Church Clock, Oxford",1,4,10.0
07016051.wav,"Clock of the University Church of St Mary the Virgin, Oxford striking three o'clock.",36,,EC36E,"University Of St. Mary The Virgin Church Clock, Oxford",10,3,10.0
07016050.wav,"Clock of the University Church of St Mary the Virgin, Oxford striking two o'clock.",33,,EC36E,"University Of St. Mary The Virgin Church Clock, Oxford",9,2,10.0
07016049.wav,"Clock of the University Church of St Mary the Virgin, Oxford striking one o'clock.",30,,EC36E,"University Of St. Mary The Virgin Church Clock, Oxford",8,1,10.0
07016048.wav,"Clock of the University Church of St Mary the Virgin, Oxford striking quarter to the hour.",18,,EC36E,"University Of St. Mary The Virgin Church Clock, Oxford",7,3,0.0
07016047.wav,"Clock of the University Church of St Mary the Virgin, Oxford striking half past the hour.",17,,EC36E,"University Of St. Mary The Virgin Church Clock, Oxford",6,2,0.0
07016046.wav,"Clock of the University Church of St Mary the Virgin, Oxford striking quarter past the hour.",12,,EC36E,"University Of St. Mary The Virgin Church Clock, Oxford",5,1,0.0
07016045.wav,Queens College clock striking twelve o'clock.,56,,EC36E,"University Of St. Mary The Virgin Church Clock, Oxford",4,12,10.0
07016044.wav,Queens College clock striking eleven o'clock.,52,,EC36E,"University Of St. Mary The Virgin Church Clock, Oxford",3,11,10.0
07016043.wav,Queens College clock striking ten o'clock.,51,,EC36E,"University Of St. Mary The Virgin Church Clock, Oxford",2,10,10.0
07016042.wav,Queens College clock striking nine o'clock.,46,,EC36E,"University Of St. Mary The Virgin Church Clock, Oxford",1,9,10.0
07016041.wav,Queens College clock striking eight o'clock.,44,,EC36D,"Queens College Clock, Oxford",11,8,10.0
07016040.wav,Queens College clock striking seven o'clock.,41,,EC36D,"Queens College Clock, Oxford",10,7,10.0
07016039.wav,Queens College clock striking six o'clock.,38,,EC36D,"Queens College Clock, Oxford",9,6,10.0
07016038.wav,Queens College clock striking five o'clock.,36,,EC36D,"Queens College Clock, Oxford",8,5,10.0
07016037.wav,Queens College clock striking four o'clock.,33,,EC36D,"Queens College Clock, Oxford",7,4,10.0
07016036.wav,Queens College clock striking three o'clock.,31,,EC36D,"Queens College Clock, Oxford",6,3,10.0
07016035.wav,Queens College clock striking two o'clock.,28,,EC36D,"Queens College Clock, Oxford",5,2,10.0
07016034.wav,Queens College clock striking one o'clock.,25,,EC36D,"Queens College Clock, Oxford",4,1,10.0
07016033.wav,Queens College clock striking quarter to the hour.,15,,EC36D,"Queens College Clock, Oxford",3,6,0.0
07016032.wav,Queens College clock striking half past the hour.,12,,EC36D,"Queens College Clock, Oxford",2,4,0.0
07016031.wav,Queens College clock striking quarter past the hour.,9,,EC36D,"Queens College Clock, Oxford",1,2,0.0
07016030.wav,Merton College clock striking twelve o'clock.,82,,EC36C,"Merton College Clock, Oxford",9,12,22.0
07016029.wav,Merton College clock striking eleven o'clock.,78,,EC36C,"Merton College Clock, Oxford",8,11,22.0
07016028.wav,Merton College clock striking ten o'clock.,71,,EC36C,"Merton College Clock, Oxford",7,10,22.0
07016027.wav,Merton College clock striking nine o'clock.,68,,EC36C,"Merton College Clock, Oxford",6,9,22.0
07016026.wav,Merton College clock striking eight o'clock.,66,,EC36C,"Merton College Clock, Oxford",5,8,22.0
07016025.wav,Merton College clock striking seven o'clock.,65,,EC36C,"Merton College Clock, Oxford",4,7,22.0
07016024.wav,Merton College clock striking six o'clock.,63,,EC36C,"Merton College Clock, Oxford",3,6,22.0
07016023.wav,Merton College clock striking five o'clock.,58,,EC36C,"Merton College Clock, Oxford",2,5,22.0
07016022.wav,Merton College clock striking four o'clock.,56,,EC36C,"Merton College Clock, Oxford",1,4,22.0
07016021.wav,Merton College clock striking three o'clock.,54,,EC36B,"Merton College Clock, Oxford",10,3,22.0
07016020.wav,Merton College clock striking two o'clock.,50,,EC36B,"Merton College Clock, Oxford",9,2,22.0
07016019.wav,Merton College clock striking one o'clock.,48,,EC36B,"Merton College Clock, Oxford",8,1,22.0
07016018.wav,Merton College clock striking quarter to the hour.,34,,EC36B,"Merton College Clock, Oxford",7,10,0.0
07016017.wav,Merton College clock striking half past the hour.,27,,EC36B,"Merton College Clock, Oxford",6,7,0.0
07016016.wav,Merton College clock striking quarter past the hour.,21,,EC36B,"Merton College Clock, Oxford",5,3,0.0
07016015.wav,Magdalen College clock striking twelve o'clock.,62,,EC36B,"Merton College Clock, Oxford",4,12,10.0
07016014.wav,Magdalen College clock striking eleven o'clock.,60,,EC36B,"Merton College Clock, Oxford",3,11,10.0
07016013.wav,Magdalen College clock striking ten o'clock.,57,,EC36B,"Merton College Clock, Oxford",2,10,10.0
07016012.wav,Magdalen College clock striking nine o'clock.,54,,EC36B,"Merton College Clock, Oxford",1,9,10.0
07016011.wav,Magdalen College clock striking eight o'clock.,51,,EC36A,"Magdalen College Clock, Oxford",11,8,10.0
07016010.wav,Magdalen College clock striking seven o'clock.,47,,EC36A,"Magdalen College Clock, Oxford",10,7,10.0
07016009.wav,Magdalen College clock striking six o'clock.,44,,EC36A,"Magdalen College Clock, Oxford",9,6,10.0
07016008.wav,Magdalen College clock striking five o'clock.,42,,EC36A,"Magdalen College Clock, Oxford",8,5,10.0
07016007.wav,Magdalen College clock striking four o'clock.,40,,EC36A,"Magdalen College Clock, Oxford",7,4,10.0
07016006.wav,Magdalen College clock striking three o'clock.,37,,EC36A,"Magdalen College Clock, Oxford",6,3,10.0
07016005.wav,Magdalen College clock striking two o'clock.,35,,EC36A,"Magdalen College Clock, Oxford",5,2,10.0
07016004.wav,Magdalen College clock striking one o'clock.,32,,EC36A,"Magdalen College Clock, Oxford",4,1,10.0
07016003.wav,Magdalen College clock striking quarter to the hour.,22,,EC36A,"Magdalen College Clock, Oxford",3,6,0.0
07016002.wav,Magdalen College clock striking half past the hour.,18,,EC36A,"Magdalen College Clock, Oxford",2,4,0.0
07016001.wav,Magdalen College clock striking quarter past the hour.,17,,EC36A,"Magdalen College Clock, Oxford",1,2,0.0
07002274.wav,"Church clock striking, 12 o'clock. (All Saints Church)",34,,EC105W,Outdoor Clock,12,12,0.0
07002273.wav,"Church clock striking, 11 o'clock. (All Saints Church)",30,,EC105W,Outdoor Clock,11,11,0.0
07002272.wav,"Church clock striking, 10 o'clock. (All Saints Church)",28,,EC105W,Outdoor Clock,10,10,0.0
07002271.wav,"Church clock striking, 9 o'clock. (All Saints Church)",26,,EC105W,Outdoor Clock,9,9,0.0
07002270.wav,"Church clock striking, 8 o'clock. (All Saints Church)",24,,EC105W,Outdoor Clock,8,8,0.0
07002269.wav,"Church clock striking, 7 o'clock. (All Saints Church)",23,,EC105W,Outdoor Clock,7,7,0.0
07002268.wav,"Church clock striking, 6 o'clock. (All Saints Church)",19,,EC105W,Outdoor Clock,6,6,0.0
07002267.wav,"Church clock striking, 5 o'clock. (All Saints Church)",18,,EC105W,Outdoor Clock,5,5,0.0
07002266.wav,"Church clock striking, 4 o'clock. (All Saints Church)",17,,EC105W,Outdoor Clock,4,4,0.0
07002265.wav,"Church clock striking, 3 o'clock. (All Saints Church)",15,,EC105W,Outdoor Clock,3,3,0.0
07002264.wav,"Church clock striking, 2 o'clock. (All Saints Church)",13,,EC105W,Outdoor Clock,2,2,0.0
07002263.wav,"Church clock striking, 1 o'clock. (All Saints Church)",9,,EC105W,Outdoor Clock,1,1,0.0
07002262.wav,"Church clock striking, 12 o'clock. (St. John the Evangelist)",30,,EC105V,Outdoor Clock,12,12,0.0
07002261.wav,"Church clock striking, 11 o'clock. (St. John the Evangelist)",28,,EC105V,Outdoor Clock,11,11,0.0
07002260.wav,"Church clock striking, 10 o'clock. (St. John the Evangelist)",25,,EC105V,Outdoor Clock,10,10,0.0
07002259.wav,"Church clock striking, 9 o'clock. (St. John the Evangelist)",23,,EC105V,Outdoor Clock,9,9,0.0
07002258.wav,"Church clock striking, 8 o'clock. (St. John the Evangelist)",21,,EC105V,Outdoor Clock,8,8,0.0
07002257.wav,"Church clock striking, 7 o'clock. (St. John the Evangelist)",20,,EC105V,Outdoor Clock,7,7,0.0
07002256.wav,"Church clock striking, 6 o'clock. (St. John the Evangelist)",17,,EC105V,Outdoor Clock,6,6,0.0
07002255.wav,"Church clock striking, 5 o'clock. (St. John the Evangelist)",16,,EC105V,Outdoor Clock,5,5,0.0
07002254.wav,"Church clock striking, 4 o'clock. (St. John the Evangelist)",15,,EC105V,Outdoor Clock,4,4,0.0
07002253.wav,"Church clock striking, 3 o'clock. (St. John the Evangelist)",13,,EC105V,Outdoor Clock,3,3,0.0
07002252.wav,"Church clock striking, 2 o'clock. (St. John the Evangelist)",12,,EC105V,Outdoor Clock,2,2,0.0
07002251.wav,"Church clock striking, 1 o'clock. (St. John the Evangelist)",11,,EC105V,Outdoor Clock,1,1,0.0
07002250.wav,Osterley House Clock striking 12 o'clock,36,,EC105T,Osterley House Clock,12,12,0.0
07002249.wav,Osterley House Clock striking 11 o'clock,33,,EC105T,Osterley House Clock,11,11,0.0
07002248.wav,Osterley House Clock striking 10 o'clock,30,,EC105T,Osterley House Clock,10,10,0.0
07002247.wav,Osterley House Clock striking 9 o'clock,27,,EC105T,Osterley House Clock,9,9,0.0
07002246.wav,Osterley House Clock striking 8 o'clock,25,,EC105T,Osterley House Clock,8,8,0.0
07002245.wav,Osterley House Clock striking 7 o'clock,23,,EC105T,Osterley House Clock,7,7,0.0
07002244.wav,Osterley House Clock striking 6 o'clock,20,,EC105T,Osterley House Clock,6,6,0.0
07002243.wav,Osterley House Clock striking 5 o'clock,18,,EC105T,Osterley House Clock,5,5,0.0
07002242.wav,Osterley House Clock striking 4 o'clock,16,,EC105T,Osterley House Clock,4,4,0.0
07002241.wav,Osterley House Clock striking 3 o'clock,13,,EC105T,Osterley House Clock,3,3,0.0
07002240.wav,Osterley House Clock striking 2 o'clock,11,,EC105T,Osterley House Clock,2,2,0.0
07002239.wav,"Osterley House Clock striking, 1 o'clock",8,,EC105T,Osterley House Clock,1,1,0.0
07002238.wav,Mechanism,205,,EC105S,"Anne Boleyn's Clock, Hampton Court",10,-1,0.0
07002237.wav,"Anne Boleyn's Clock, chimes & 12 o'clock",56,,EC105S,"Anne Boleyn's Clock, Hampton Court",9,12,11.0
07002236.wav,"Anne Boleyn's Clock, chimes & 11 o'clock",52,,EC105S,"Anne Boleyn's Clock, Hampton Court",8,11,11.0
07002235.wav,"Anne Boleyn's Clock, chimes & 10 o'clock",47,,EC105S,"Anne Boleyn's Clock, Hampton Court",7,10,11.0
07002234.wav,"Anne Boleyn's Clock, chimes & 9 o'clock",44,,EC105S,"Anne Boleyn's Clock, Hampton Court",6,9,11.0
07002233.wav,"Anne Boleyn's Clock, chimes & 8 o'clock",43,,EC105S,"Anne Boleyn's Clock, Hampton Court",5,8,11.0
07002232.wav,"Anne Boleyn's Clock, chimes & 7 o'clock",41,,EC105S,"Anne Boleyn's Clock, Hampton Court",4,7,11.0
07002231.wav,"Anne Boleyn's Clock, chimes & 6 o'clock",37,,EC105S,"Anne Boleyn's Clock, Hampton Court",3,6,11.0
07002230.wav,"Anne Boleyn's Clock, chimes & 5 o'clock",33,,EC105S,"Anne Boleyn's Clock, Hampton Court",2,5,11.0
07002229.wav,"Anne Boleyn's Clock, chimes & 4 o'clock",33,,EC105S,"Anne Boleyn's Clock, Hampton Court",1,4,11.0
07002228.wav,Anne Boleyn's Clock chimes & 3 o'clock,31,,EC105R,"Anne Boleyn's Clock, Hampton Court",10,3,11.0
